kanji,jlpt_level,meanings
滋,N1,be luxuriant|more & more|nourishing|planting|turbidity
滑,N1,fail exam|slide|slip|slippery
滝,N1,cascade|rapids|waterfall
滞,N1,arrears|be delayed|overdue|stagnate
漂,N1,drift|float (on liquid)
漆,N1,lacquer|seven|varnish
漏,N1,escape|leak|time
漠,N1,desert|obscure|vague|wide
漫,N1,cartoon|corrupt|in spite of oneself|involuntarily|unrestrained
漬,N1,moisten|pickling|soak|steep
漱,N1,gargle|rinse mouth
漸,N1,barely|finally|gradually advancing|steadily
潔,N1,clean|gallant|pure|righteous|undefiled
潜,N1,conceal|hide|hush|lower (voice)|submerge
潟,N1,lagoon
潤,N1,be watered|charm|favor|profit by|receive benefits|steep|wet
潮,N1,opportunity|salt water|tide
澄,N1,be clear|clarify|clear|look grave|lucidity|settle|strain
澪,N1,shipping channel|water route
激,N1,chafe|enraged|get excited|incite|violent
濁,N1,impurity|nigori|uncleanness|voiced|wrong
濫,N1,excessive|overflow|spread out
瀬,N1,current|rapids|shallows|shoal|torrent
災,N1,calamity|curse|disaster|evil|woe
炉,N1,furnace|hearth|kiln|reactor
炊,N1,boil|cook
炎,N1,blaze|flame|inflammation
為,N1,advantage|as a result of|be of use|benefit|change|cost|do|good|make|practice|reach to|serve as|try|welfare
烈,N1,ardent|extreme|furious|severe|vehement|violent
焦,N1,burn|char|hurry|impatient|irritate|scorch|singe
煩,N1,annoy|anxiety|ill|irksome|nuisance|pain|trouble|worry
煮,N1,boil|cook
熊,N1,bear
熙,N1,bright|merry|prosperous|sunny
熟,N1,acquire skill|mature|mellow|ripen
燎,N1,bonfire|burn
燦,N1,brilliant
燿,N1,shine
爵,N1,baron|court rank|peerage
爽,N1,bracing|clear|refreshing|resonant|sweet
爾,N1,second person|thou|you
牧,N1,breed|care for|feed|pasture|shepherd
牲,N1,animal sacrifice|offering
犠,N1,sacrifice
狂,N1,confuse|crazy|insane|lunatic
狩,N1,gather|hunt|raid
独,N1,Germany|alone|single|spontaneously
狭,N1,contract|cramped|narrow|tight
猛,N1,become furious|fierce|rave|rush|strength|wildness
猟,N1,bag|game|game-hunting|shooting
猪,N1,boar
献,N1,counter for drinks|offer|offering|present
猶,N1,furthermore|still|yet
猿,N1,monkey
獄,N1,jail|prison
獣,N1,animal|beast
獲,N1,able to|acquire|can|earn|find|get|may|seize
玄,N1,black|deep|mysterious|occultness|profound
率,N1,%|command|factor|lead|proportion|rate|ratio|spearhead
玖,N1,beautiful black jewel|nine
玲,N1,sound of jewels
珠,N1,gem|jewel|pearl
班,N1,corps|group|squad|unit
琉,N1,gem|lapis lazuli|precious stone
琢,N1,polish
琳,N1,jewel|tinkling of jewelry
琴,N1,harp|koto
瑚,N1,ancestral offering receptacle|coral
瑛,N1,crystal|sparkle of jewelry
瑞,N1,congratulations
瑠,N1,lapis lazuli
瑳,N1,artful smile|brilliant white luster of a gem|polish
瑶,N1,beautiful as a jewel
璃,N1,glassy|lapis lazuli
環,N1,circle|loop|ring
甚,N1,exceedingly|great|tremendously|very
甫,N1,for the first time|not until
甲,N1,A grade|armor|carapace|first class|former|high (voice)|instep
畔,N1,levee|paddy ridge
畝,N1,furrow|rib|ridge|thirty tsubo
異,N1,curious|different|queerness|strangeness|uncommon|unusual|wonderful
疎,N1,alienate|neglect|penetrate|rough|shun|sparse
疫,N1,epidemic
疾,N1,rapidly
症,N1,illness|symptoms
痘,N1,pox|smallpox
痢,N1,diarrhea
痴,N1,foolish|stupid
癒,N1,cure|healing|quench (thirst)|wreak
癖,N1,fault|habit|kink|mannerism|trait|vice
皇,N1,emperor
皐,N1,shore|swamp
皓,N1,clear|white
盆,N1,basin|lantern festival|tray
益,N1,advantage|benefit|gain|profit
盛,N1,boom|copulate|prosper
盟,N1,alliance|oath
監,N1,administer|govt office|official|oversee|rule
盤,N1,board|phonograph record|platter|shallow bowl|tray|tub
盲,N1,blind|blind man|ignoramus
盾,N1,escutcheon|pretext|shield
眉,N1,eyebrow
看,N1,see|watch over
眸,N1,pupil of the eye
眺,N1,look at|scrutinize|see|stare|watch
眼,N1,eyeball
睡,N1,die|drowsy|sleep
督,N1,coach|command|lead|supervise|urge
睦,N1,friendly|harmonious|intimate
瞬,N1,blink|twinkle|wink
瞭,N1,clear
瞳,N1,pupil (of eye)
矛,N1,arms|festival float|halberd
矢,N1,arrow|dart
矯,N1,control|correct|cure|falsify|pretend|rectify|reform|straighten
砕,N1,break|crush|familiar|popular|smash
砲,N1,cannon|gun
硝,N1,nitrate|saltpeter
硫,N1,sulphur
碁,N1,Go
碑,N1,monument|tombstone
碧,N1,blue|green
碩,N1,eminent|great|large
磁,N1,magnet|porcelain
磯,N1,beach|seashore
礁,N1,reef|sunken rock
礎,N1,cornerstone|foundation stone
祉,N1,happiness|welfare
祐,N1,help
祥,N1,auspicious|blessedness|good fortune|good omen|happiness
票,N1,ballot|label|sign|ticket
禄,N1,allowance|fief|grant|happiness|pension
禅,N1,Zen|silent meditation
禍,N1,calamity|curse|evil|misfortune
禎,N1,auspicious|blessed|good fortune|happiness
秀,N1,beauty|excel|excellence|surpass
秘,N1,conceal|secret
租,N1,borrowing|crop tax|tariff
秦,N1,Manchu dynasty|name given to naturalized foreigners
秩,N1,order|regularity|salary
称,N1,admire|appellation|fame|name|praise|title
稀,N1,dilute (acid)|phenomenal|rare
稔,N1,harvest|ripen
稚,N1,immature|young
稜,N1,angle|corner|edge|majesty|power
稲,N1,rice plant
稼,N1,earn money|earnings|work
稿,N1,copy|draft|manuscript|straw
穀,N1,cereals|grain
穂,N1,crest (wave)|ear|ear (grain)|head
穏,N1,calm|moderation|quiet
穣,N1,10**28|good crops|prosperity
穫,N1,harvest|reap
穴,N1,aperture|cave|den|hole|slit
窃,N1,hushed|private|secret|steal|stealth
窒,N1,obstruct|plug up
窮,N1,cornered|destitute|hard up|perplexed|suffer
窯,N1,furnace|kiln|oven
竜,N1,dragon|imperial
竣,N1,end|finish
端,N1,border|cape|edge|end|origin|point|verge
笙,N1,a reed instrument
笛,N1,bagpipe|clarinet|flute|piccolo|pipe|whistle
第,N1,No.|residence
笹,N1,(kokuji)|bamboo grass
筋,N1,descent|fiber|muscle|plan|plot|sinew|tendon
策,N1,means|plan|policy|scheme|step
箇,N1,counter for articles
節,N1,clause|honor|joint|knob|knot|knuckle|melody|node|occasion|period|season|stanza|tune|verse
範,N1,example|model|pattern
篤,N1,cordial|deliberate|fervent|kind|serious
簿,N1,record book|register
粋,N1,chic|choice|cream|elite|essence|pith|purity|style
粗,N1,coarse|rough|rugged
粘,N1,glutinous|greasy|persevere|sticky
粛,N1,quietly|softly|solemn
糖,N1,sugar
糧,N1,bread|food|provisions
系,N1,lineage|system
糾,N1,ask|investigate|twist|verify
紀,N1,account|annals|chronicle|geologic period|history|narrative
紋,N1,family crest|figures
納,N1,obtain|pay|reap|settlement|store|supply
紗,N1,gauze|gossamer
紘,N1,large
級,N1,class|grade|rank
紛,N1,be mistaken for|distract|divert|go astray
素,N1,elementary|naked|principle|uncovered
紡,N1,spinning
索,N1,cord|inquiring|rope|searching
紫,N1,purple|violet
紬,N1,pongee (a knotted silk cloth)
累,N1,accumulate|continually|involvement|tie up|trouble
紳,N1,gentleman|good belt|sire
紺,N1,dark blue|navy
絃,N1,cord|samisen music|string
結,N1,bind|contract|do up hair|fasten|join|organize|tie
絞,N1,constrict|strangle|wring
絢,N1,brilliant fabric design
統,N1,governing|overall|relationship|ruling
絹,N1,silk
継,N1,continue|graft (tree)|inherit|patch|succeed
綜,N1,rule|synthesize
維,N1,fiber|rope|tie
綱,N1,cable|class (genus)|cord|hawser|rope
網,N1,netting|network
綸,N1,silk cloth|thread
綺,N1,beautiful|figured cloth
綾,N1,design|figured cloth|twill
緊,N1,hard|reliable|solid|tense|tight
緋,N1,cardinal|scarlet
締,N1,fasten|lock|shut|tie|tighten
緩,N1,be moderate|ease|lessen|loosen|relax|slacken
緯,N1,(parallels of) latitude|horizontal|left & right|prediction|woof
縁,N1,affinity|border|brink|connection|edge|relation|verge
縄,N1,cord|straw rope
縛,N1,arrest|bind|restrain|tie|truss
縦,N1,height|length|self-indulgent|vertical|wayward
縫,N1,embroider|sew|stitch
縮,N1,contract|reduce|shrink|shrivel|wrinkle
繁,N1,complexity|frequency|luxuriant|overgrown|thick|trouble
繊,N1,fine|slender|thin kimono
織,N1,fabric|weave
繕,N1,adjust|darning|mend|repair|tidy up|trim
繭,N1,cocoon
繰,N1,look up|reel|refer to|spin|turn (pages)|winding
罰,N1,penalty|punishment
罷,N1,go|leave|quit|stop|withdraw
羅,N1,Rome|arrange|gauze|spread out|thin silk
羊,N1,sheep
義,N1,honor|justice|loyalty|meaning|morality|righteousness
翁,N1,venerable old man
翔,N1,fly|soar
翠,N1,green|kingfisher
翻,N1,change (mind)|flip|flutter|turn over|wave
翼,N1,flank|plane|wing
耀,N1,gleam|shine|sparkle|twinkle
耐,N1,-proof|enduring
耗,N1,decrease
耶,N1,question mark
聖,N1,holy|master|priest|sage|saint
聡,N1,fast learner|wise
聴,N1,careful inquiry|headstrong|listen|naughty
肇,N1,beginning
肖,N1,resemblance
肝,N1,chutzpah|liver|nerve|pluck
肢,N1,arms & legs|limb
肥,N1,fertile|fertilizer|get fat|manure|pamper
肪,N1,fat|obese
肺,N1,lungs
胆,N1,courage|gall bladder|nerve|pluck
胎,N1,uterus|womb
胞,N1,placenta|sac|sheath
胡,N1,barbarian|foreign
胤,N1,descendent|issue|offspring
胴,N1,hub of wheel|hull (ship)|torso|trunk
脅,N1,coerce|threaten
脈,N1,hope|pulse|vein
脚,N1,base|leg|lower part|skids|undercarriage
脩,N1,dried meat
脱,N1,be left out|escape from|get rid of|removing|take off|undress
脹,N1,bulge|dilate|distend|fill out|swell
腐,N1,decay|rot|sour
腸,N1,bowels|guts|intestines|viscera
膜,N1,membrane
膨,N1,get fat|swell|thick
臨,N1,attend|call on|confront|face|look to|meet
臭,N1,be bright|be fragrant|fragrance|glow|ill-smelling|odor|savor|stink|stinking|suspicious looking
至,N1,arrive|attain|climax|proceed|reach|result in
致,N1,cause|do|doth|engage|exert|forward|incur|send
興,N1,entertain|interest|pleasure|retrieve|revive
舌,N1,clapper|reed|tongue
舎,N1,cottage|house|hut|inn|mansion
舗,N1,pave|shop|store
舜,N1,althea|rose of Sharon|type of morning glory
舶,N1,
艇,N1,rowboat|small boat
艦,N1,warship
艶,N1,captivating|charm|colorful|glaze|glossy|luster|polish
芋,N1,potato
芙,N1,Mt Fuji|lotus
芝,N1,lawn|turf
芳,N1,balmy|favorable|fragrant|perfume
芹,N1,parsley
芽,N1,bud|germ|spear|sprout
苑,N1,farm|garden|park
苗,N1,sapling|seedling|shoot
茂,N1,be luxuriant|grow thick|overgrown
茄,N1,eggplant
茅,N1,miscanthus reed
茉,N1,jasmine
茎,N1,stalk|stem
茜,N1,Turkey red|madder|red dye
荘,N1,cottage|dignified|feudal manor|inn|solemn|villa
莉,N1,jasmine
莞,N1,reed used to cover tatami|smiling
菊,N1,chrysanthemum
菌,N1,bacteria|fungus|germ
菖,N1,iris
菫,N1,the violet
華,N1,flower|gay|gorgeous|luster|ostentatious|petal|shine|showy|splendor
萌,N1,bud|malt|show symptoms of|sprout
萩,N1,bush clover
葬,N1,bury|interment|shelve
葵,N1,hollyhock
蒔,N1,sow (seeds)
蒼,N1,blue|pale
蓄,N1,amass|hoard|raise|store
蓉,N1,lotus
蓮,N1,lotus
蔦,N1,ivy|vine
蕉,N1,banana|plantain
蕗,N1,bog rhubarb|butterbur
薦,N1,advise|encourage|mat|offer|recommend
薪,N1,firewood|fuel|kindling
薫,N1,be scented|fragrant|send forth fragrance|smoke (tobacco)
藍,N1,indigo
藤,N1,wisteria
藩,N1,clan|enclosure
藻,N1,duckweed|seaweed
蘭,N1,Holland|orchid
虎,N1,drunkard|tiger
虐,N1,oppress|tyrannize
虚,N1,crack|emptiness|fissure|unpreparedness|untruth|void
虜,N1,barbarian|captive|low epithet for the enemy
虞,N1,anxiety|concern|consideration|expectation|fear|uneasiness
虹,N1,rainbow
蚊,N1,mosquito
蚕,N1,silkworm
蛇,N1,hard drinker|serpent|snake
蛍,N1,firefly|lightning-bug
蛮,N1,barbarian
蝶,N1,butterfly
融,N1,dissolve|melt
衆,N1,great numbers|masses|multitude|populace
街,N1,boulevard|street|town
衛,N1,defense|protection
衝,N1,brunt|collide|highway|opposition (astronomy)|pierce|prick|stab|thrust
衡,N1,equilibrium|measuring rod|scale
衰,N1,decline|wane|weaken
衷,N1,heart|inmost|inside|mind
衿,N1,collar|lapel|neck
袈,N1,a coarse camlet
裁,N1,cut out (pattern)|decision|judge|tailor
裂,N1,rend|split|tear
裕,N1,abundant|fertile|rich
裟,N1,Buddhist surplice
裸,N1,naked|nude|partially clothed|uncovered
製,N1,made in...|manufacture
褐,N1,brown|woollen kimono
褒,N1,extol|praise
襟,N1,collar|lapel|neck|one's inner feelings
襲,N1,advance on|attack|heap|pile|succeed to
覆,N1,be ruined|capsize|cover|mantle|shade
覇,N1,champion|hegemony|leadership|supremacy
視,N1,inspection|look at|regard as|see
覧,N1,perusal|see
訂,N1,correct|decide|revise
討,N1,attack|chastise|conquer|defeat|destroy
託,N1,consign|entrusting with|hint|pretend|requesting
訟,N1,accuse|sue
訳,N1,case|circumstance|reason|translate
訴,N1,accusation|appeal to|complain of pain|sue
診,N1,checkup|diagnose|examine|seeing
証,N1,certificate|evidence|proof
詐,N1,deceive|falsehood|lie|pretend
詔,N1,imperial edict
評,N1,comment|criticism|evaluate
詠,N1,composing|poem|recitation|song
詢,N1,consult with
詩,N1,poem|poetry
該,N1,above-stated|that specific|the said
詳,N1,accurate|detailed|full|minute|well-informed
誇,N1,be proud|boast|pride|triumphantly
誉,N1,glory|honor|praise|reputation
誓,N1,pledge|swear|vow
誕,N1,be arbitrary|be born|declension|lie|nativity
誘,N1,allure|ask|call for|entice|invite|lead|seduce|tempt
誠,N1,admonish|fidelity|prohibit|sincerity|truth|warn
誼,N1,friendship|intimacy
諄,N1,tedious
請,N1,ask|invite|solicit
諒,N1,appreciate|fact|reality|understand
諭,N1,admonish|charge|persuade|rebuke|warn
諮,N1,consult with
諾,N1,agreement|assent|consent
謀,N1,cheat|conspire|deceive|devise|have in mind|impose on|plan|scheme
謁,N1,audience|audience (with king)
謄,N1,copy|mimeograph
謙,N1,be modest|condescend|humble oneself|self-effacing
謝,N1,apologize|refuse|thank
謡,N1,ballad|noh chanting|sing|song
謹,N1,discreet|humbly|reverently
譜,N1,genealogy|music|musical score|note|staff|table
譲,N1,convey|defer|transfer|turnover
護,N1,protect|safeguard
豆,N1,beans|midget|pea
豚,N1,pig|pork
豪,N1,Australia|excelling|great|overpowering|powerful
貞,N1,chastity|constancy|righteousness|upright
貢,N1,finance|support|tribute
貫,N1,8 1/3lbs|brace|penetrate|pierce
貴,N1,esteem|honor|precious|prize|value
賀,N1,congratulations|joy
賃,N1,charge|fare|fee|hire|rent|wages
賄,N1,board|bribe|finance|supply
賊,N1,burglar|rebel|robber|traitor
賓,N1,V.I.P.|guest
賜,N1,boon|gift|grant|results
賠,N1,compensation|indemnify
賦,N1,installment|levy|ode|poem|prose|tribute
購,N1,buy|subscription
赦,N1,forgiveness|pardon
赳,N1,strong and brave
赴,N1,become|get|proceed|tend
趣,N1,become|elegance|gist|interest|proceed to|purport|tend
距,N1,fetlock|long-distance|spur
跳,N1,buck|hop|jerk|leap up|prance|snap|splash|spring|sputter
践,N1,carry through|practice|step on|trample|tread
踏,N1,appraise|carry through|evade payment|step|trample
躍,N1,dance|leap|skip
軌,N1,model|rut|track|way of doing|wheel
軸,N1,axis|counter for book scrolls|pivot|stalk|stem
較,N1,compare|contrast
載,N1,10**44|board|get on|place|publish|record|ride|spread
輔,N1,help
輝,N1,gleam|radiance|shine|sparkle|twinkle
輩,N1,companions|comrade|fellow|people
轄,N1,control|wedge
辰,N1,7-9AM|fifth sign of Chinese zodiac|shin dragon radical (no. 161)|sign of the dragon
辱,N1,embarrass|humiliate|shame
迅,N1,fast|swift
迪,N1,edify|path|way
迫,N1,force|imminent|spur on|urge
迭,N1,alternation|transfer
透,N1,filter|penetrate|permeate|transparent
逐,N1,accomplish|attain|chase|commit|drive away|pursue
逓,N1,in turn|relay|sending
逝,N1,departed|die
逮,N1,apprehend|chase
逸,N1,deviate|diverge|elude|evade|idleness|leisure|miss the mark|parry
遂,N1,accomplish|attain|commit (suicide)|consummate
遇,N1,deal with|encounter|entertain|interview|meet|receive|treat
遍,N1,everywhere|generally|times|widely
遣,N1,despatch|dispatch|do|donate|give|send|undertake
遥,N1,distant|far off|long ago
遭,N1,association|encounter|interview|join|meet|party
遮,N1,intercept|interrupt|obstruct
遵,N1,abide by|follow|learn|obey
遷,N1,change|move|transition
遺,N1,bequeath|leave behind|reserve
遼,N1,distant
避,N1,avert|avoid|evade|shirk|shun|ward off
還,N1,return|send back
邑,N1,right village radical (no. 163)|rural community|village
那,N1,what?
邦,N1,Japan|country|home country
邪,N1,injustice|wicked|wrong
邸,N1,mansion|residence
郁,N1,cultural progress|perfume
郎,N1,counter for sons|son
郡,N1,county|district
郭,N1,enclosure|fortification|quarters|red-light district
郷,N1,district|home town|native place|village
酉,N1,5-7PM|bird|sake radical (no. 164)|sign of the bird|tenth sign of Chinese zodiac|west
酌,N1,bar-tending|draw (water)|ladle|pump|scoop|serving sake|the host
酔,N1,drunk|elated|feel sick|poisoned|spellbound
酢,N1,acid|sour|tart|vinegar
酪,N1,broth|dairy products|fruit juice|whey
酬,N1,repay|retribution|reward
酵,N1,fermentation
酷,N1,atrocious|cruel|severe|unjust
酸,N1,acid|bitterness|sour|tart
醜,N1,bad looking|shame|ugly|unclean
醸,N1,brew|cause
采,N1,appearance|coloring|dice|form|gather|take
釈,N1,explanation
釣,N1,allure|angling|catch|ensnare|fish
鈴,N1,buzzer|small bell
鉛,N1,lead
鉢,N1,bowl|crown|pot|rice tub
銃,N1,arms|gun
銑,N1,pig iron
銘,N1,inscription|signature (of artisan)
銭,N1,.01 yen|coin|money
鋳,N1,casting|mint
鋼,N1,steel
錘,N1,plumb bob|sinker|spindle|weight
錠,N1,fetters|lock|shackles
錦,N1,brocade|fine dress|honors
錬,N1,drill|polish|refine|tempering|train
錯,N1,be in disorder|confused|mix
鍛,N1,discipline|forge|train
鎌,N1,scythe|sickle|trick
鎖,N1,chain|connection|irons
鎮,N1,ancient peace-preservation centers|tranquilize
鏡,N1,barrel-head|mirror|round rice-cake offering|speculum
鐘,N1,bell|chimes|gong
鑑,N1,learn from|specimen|take warning from
閑,N1,leisure
閣,N1,palace|tall building|tower
閥,N1,
閲,N1,inspection|review|revision
闘,N1,fight|war
阻,N1,deter|impede|obstruct|prevent|separate from|thwart
阿,N1,Africa|corner|fawn upon|flatter|nook|recess
附,N1,affixed|append|attach|refer to
陛,N1,highness|steps (of throne)
陣,N1,battle array|brief time|camp|position|ranks|sudden
陥,N1,cave in|collapse|fall (castle)|fall into|slide into
陪,N1,accompany|attend on|follow|obeisance
陰,N1,negative|secret|sex organs|shade|shadow|yin
陳,N1,exhibit|explain|relate|state
陵,N1,hill|imperial tomb|mausoleum|mound
陶,N1,porcelain|pottery
隆,N1,high|hump|noble|prosperity
隊,N1,company|party|regiment|squad
随,N1,all|at the mercy of (the waves)|both|comply|during|follow|notwithstanding|obey|submit to|though|while
隔,N1,alternate|distance|gulf|isolate|separate
障,N1,harm|hinder|hurt
隠,N1,conceal|cover|hide
隣,N1,neighboring
隷,N1,criminal|follower|prisoner|servant|slave
隼,N1,falcon
雄,N1,excellence|hero|leader|male|masculine|superiority
雅,N1,elegant|graceful|gracious|refined
雌,N1,female|feminine
雛,N1,chick|doll|duckling|squab
離,N1,detach|digress|disjoin|separation
雰,N1,atmosphere|fog
雷,N1,lightning bolt|thunder
需,N1,demand|need|request
霊,N1,soul|spirits
霜,N1,frost
霞,N1,be hazy|blurred|grow dim
霧,N1,fog|mist
露,N1,Russia|dew|expose|tears
靖,N1,peaceful
鞠,N1,ball
韻,N1,elegance|rhyme|tone
響,N1,echo|resound|ring|sound|vibrate
項,N1,clause|item|nape of neck|paragraph|term (expression)
須,N1,by all means|necessarily|ought
頌,N1,eulogy
頑,N1,firmly|foolish|stubborn
頒,N1,disseminate|distribute|partition|understand
頻,N1,recur|repeatedly
顕,N1,appear|existing
顧,N1,examine oneself|look back|review|turn around
颯,N1,quick|sound of the wind|sudden
飢,N1,hungry|starve
飼,N1,domesticate|feed|keep|raise
飽,N1,bored|sated|satiate|tired of
飾,N1,adorn|decorate|embellish|ornament
養,N1,bring up|develop|foster|nurture|rear
餓,N1,hungry|starve|thirst
馨,N1,balmy|favourable|fragrant
駄,N1,burdensome|horse load|pack horse|send by horse|trivial|worthless
駆,N1,advance|drive|gallop|impel|inspire|run
駒,N1,colt|horse|pony
駿,N1,a fast person|a good horse|speed
騎,N1,counter for equestrians|equestrian|riding on horses
騒,N1,boisterous|clamor|disturb|excite|make noise
騰,N1,advancing|going|jumping up|leaping up|rising
驚,N1,amazed|be surprised|frightened|wonder
髄,N1,essence|marrow|pith
鬼,N1,devil|ghost
魁,N1,charging ahead of others
魂,N1,soul|spirit
魅,N1,bewitch|charm|fascination
魔,N1,demon|evil spirit|witch
鮎,N1,freshwater trout|smelt
鮮,N1,Korea|brilliant|clear|fresh|vivid
鯉,N1,carp
鯛,N1,red snapper|sea bream
鯨,N1,whale
鳩,N1,dove|pigeon
鳳,N1,male mythical bird
鴻,N1,great|large|large bird|powerful|prosperous|wild goose
鵬,N1,phoenix
鶏,N1,chicken
鶴,N1,crane|stork
鷹,N1,hawk
鹿,N1,deer
麗,N1,beautiful|graceful|lovely|resplendent
麟,N1,Chinese unicorn|bright|genius|giraffe|shining
麻,N1,flax|hemp|numb
麿,N1,(kokuji)|I|you
黎,N1,black|dark|many
黙,N1,become silent|leave as is|silence|stop speaking
黛,N1,blackened eyebrows
鼓,N1,beat|drum|muster|rouse